unique.cellid,unique.drugid
NCI-H716,ABT-263
NCI-H720,ABT-263
NCI-H727,ABT-263
NCI-H747,ABT-263
NCI-H748,ABT-263
NCI-H810,ABT-263
NCI-H82,ABT-263
NCI-H838,ABT-263
NCI-H841,ABT-263
NCI-N87,ABT-263
NCI-SNU-1,ABT-263
NCI-SNU-16,ABT-263
NCI-SNU-5,ABT-263
NOMO-1,ABT-263
NU-DUL-1,ABT-263
NUGC-4,ABT-263
OAW-28,ABT-263
OAW-42,ABT-263
OC-314,ABT-263
OCI-AML3,ABT-263
OCI-LY-7,ABT-263
OCI-LY10,ABT-263
OCI-LY3,ABT-263
OCUB-M,ABT-263
OV-90,ABT-263
OV56,ABT-263
OV7,ABT-263
OVCA 420,ABT-263
OVCAR-3,ABT-263
OVCAR-4,ABT-263
OVCAR-5,ABT-263
OVCAR-8,ABT-263
OVK18,ABT-263
P30-OHK,ABT-263
P31-FUJ,ABT-263
P3HR-1,ABT-263
PA-TU-8902,ABT-263
Panc 02.03,ABT-263
Panc 02.13,ABT-263
Panc 03.27,ABT-263
Panc 04.03,ABT-263
Panc 05.04,ABT-263
Panc 08.13,ABT-263
Panc 10.05,ABT-263
PC-3,ABT-263
PE/CA-PJ15,ABT-263
PE/CA-PJ34 (clone C12),ABT-263
PE/CA-PJ41 (clone D2),ABT-263
PE/CA-PJ49,ABT-263
PE01,ABT-263
PL-21,ABT-263
PL45,ABT-263
PLC-PRF-5,ABT-263
QGP-1,ABT-263
Raji,ABT-263
RCH-ACV,ABT-263
RCM-1,ABT-263
RD-ES,ABT-263
REC-1,ABT-263
REH,ABT-263
RERF-LC-KJ,ABT-263
RKO-E6,ABT-263
RL95-2,ABT-263
RMG-I,ABT-263
RMUG-S,ABT-263
RPMI-2650,ABT-263
RPMI-6666,ABT-263
RPMI-8226,ABT-263
RS4;11,ABT-263
RWPE1,ABT-263
RXF393,ABT-263
Saos-2,ABT-263
SC-1,ABT-263
SCaBER,ABT-263
SCC-15,ABT-263
SCC-25,ABT-263
SCC-4,ABT-263
SCC-9,ABT-263
SCLC-21H,ABT-263
Set-2,ABT-263
SF268,ABT-263
SF295,ABT-263
SF539,ABT-263
SH-10-TC,ABT-263
SH-4,ABT-263
SHP-77,ABT-263
SiHa,ABT-263
SJSA-1,ABT-263
SK-BR-3,ABT-263
SK-BR-5,ABT-263
SK-BR-7,ABT-263
SK-CO-1,ABT-263
SK-LMS-1,ABT-263
SK-LU-1,ABT-263
SK-MEL-1,ABT-263
SK-MEL-2,ABT-263
SK-MEL-28,ABT-263
SK-MEL-3,ABT-263
SK-MEL-5,ABT-263
SK-MES-1,ABT-263
SK-N-AS,ABT-263
SK-N-BE(2),ABT-263
SK-N-DZ,ABT-263
SK-N-FI,ABT-263
SK-NEP-1,ABT-263
SK-OV-3,ABT-263
SK-UT-1,ABT-263
SKM-1,ABT-263
SN12C,ABT-263
SNB19,ABT-263
SNB75,ABT-263
SNG-M,ABT-263
SNU-1,ABT-263
SNU-1040,ABT-263
SNU-16,ABT-263
SNU-175,ABT-263
SNU-182,ABT-263
SNU-387,ABT-263
SNU-398,ABT-263
SNU-423,ABT-263
SNU-449,ABT-263
SNU-475,ABT-263
SNU-5,ABT-263
SNU-61,ABT-263
SNU-81,ABT-263
SNU-840,ABT-263
SNU-C2A,ABT-263
SNU-C4,ABT-263
SNU-C5,ABT-263
Sq-1,ABT-263
SR,ABT-263
SU-DHL-10,ABT-263
SU-DHL-16,ABT-263
SU-DHL-4,ABT-263
SU-DHL-5,ABT-263
SU-DHL-6,ABT-263
SU.86.86,ABT-263
SUIT-2,ABT-263
SUM 1315M02,ABT-263
SUM 149PT,ABT-263
SUM 159PT,ABT-263
SUM 229PE,ABT-263
SUM225CWN,ABT-263
SUM 52PE,ABT-263
SUM102PT,ABT-263
SUM185PE,ABT-263
SUM44PE,ABT-263
SW 1271,ABT-263
SW 1353,ABT-263
SUM 190,ABT-263
SW 527,ABT-263
SW1088,ABT-263
SW1116,ABT-263
SW13,ABT-263
SW1417,ABT-263
SW1463,ABT-263
SW1573,ABT-263
SW1710,ABT-263
SW1783,ABT-263
SW1990,ABT-263
SW403,ABT-263
SW48,ABT-263
SW480,ABT-263
SW620,ABT-263
SW626,ABT-263
SW780,ABT-263
SW837,ABT-263
SW900,ABT-263
SW948,ABT-263
SW982,ABT-263
T-24,ABT-263
T3M-10,ABT-263
T47D,ABT-263
TE 125.T,ABT-263
TE 159.T,ABT-263
TE 441.T,ABT-263
TE 617.T,ABT-263
THP-1,ABT-263
TI-73,ABT-263
TK10,ABT-263
TO 175.T,ABT-263
Toledo,ABT-263
TYK-nu,ABT-263
U-118-MG,ABT-263
U-138 MG,ABT-263
U-2-OS,ABT-263
U-266,ABT-263
U-87-MG,ABT-263
U-937,ABT-263
U251,ABT-263
UACC-257,ABT-263
UACC-3199,ABT-263
UACC-62,ABT-263
UACC-812,ABT-263
UACC-893,ABT-263
UM-UC-3,ABT-263
UMC-11,ABT-263
UO31,ABT-263
VCaP,ABT-263
VM-CUB-1,ABT-263
VMRC-LCD,ABT-263
VMRC-RCW,ABT-263
WIDR,ABT-263
WM-115,ABT-263
WM-266-4,ABT-263
WM-793,ABT-263
WM-983B,ABT-263
WSU-DLCL2,ABT-263
YKG-1,ABT-263
ZR-75-1,ABT-263
ZR-75-30,ABT-263
ZR75B,ABT-263
184A1,ABT-888
184B5,ABT-888
22RV1,ABT-888
23132-87,ABT-888
600MPE,ABT-888
639-V,ABT-888
647-V,ABT-888
769-P,ABT-888
786-0,ABT-888
A204,ABT-888
A253,ABT-888
A3-KAW,ABT-888
A375,ABT-888
A4-Fuk,ABT-888
A427,ABT-888
A431,ABT-888
A498,ABT-888
A549,ABT-888
A673,ABT-888
A704,ABT-888
ACHN,ABT-888
AMO-1,ABT-888
AN3-CA,ABT-888
ARH-77,ABT-888
AsPC-1,ABT-888
AU565,ABT-888
AU655,ABT-888
BC-1,ABT-888
BC-2,ABT-888
BC-3,ABT-888
BCPAP,ABT-888
BDCM,ABT-888
BE(2)-C,ABT-888
BEWO,ABT-888
BFTC-905,ABT-888
BHT-101,ABT-888
BICR 10,ABT-888
BICR 16,ABT-888
BICR 18,ABT-888
BICR 22,ABT-888
BICR 31,ABT-888
BICR 56,ABT-888
BICR 6,ABT-888
BICR 78,ABT-888
BL-70,ABT-888
BPH-1,ABT-888
BT-20,ABT-888
BT-474,ABT-888
BT-483,ABT-888
BT-549,ABT-888
BV-173,ABT-888
BxPC-3,ABT-888
C-33-A,ABT-888
C-4 I,ABT-888
C-4-II,ABT-888
C2BBe1,ABT-888
C32,ABT-888
Ca-Ski,ABT-888
CAKI-1,ABT-888
Caki-2,ABT-888
CAL-120,ABT-888
CAL-12T,ABT-888
CAL-148,ABT-888
CAL-27,ABT-888
CAL-51,ABT-888
CAL-54,ABT-888
CAL-62,ABT-888
CAL-85-1,ABT-888
Calu-1,ABT-888
Calu-3,ABT-888
Calu-6,ABT-888
CAMA-1,ABT-888
Caov-3,ABT-888
CAPAN-1,ABT-888
Capan-2,ABT-888
CCF-STTG1,ABT-888
CCRF-CEM,ABT-888
CEMC1,ABT-888
CFPAC-1,ABT-888
CGTH-W-1,ABT-888
ChaGo-K-1,ABT-888
CHL-1,ABT-888
CHP-212,ABT-888
CL-34,ABT-888
CL-40,ABT-888
CML-T1,ABT-888
COLO 201,ABT-888
COLO 320DM,ABT-888
COLO-205,ABT-888
COLO-320-HSR,ABT-888
COLO-668,ABT-888
COLO-678,ABT-888
COLO-679,ABT-888
COLO-680N,ABT-888
COLO-684,ABT-888
COLO-699,ABT-888
COLO-704,ABT-888
COLO-741,ABT-888
COLO-792,ABT-888
COLO-800,ABT-888
COLO-824,ABT-888
COLO-829,ABT-888
COLO-849,ABT-888
COR-L105,ABT-888
COR-L23,ABT-888
COR-L279,ABT-888
COR-L51,ABT-888
COR-L88,ABT-888
CRO-AP2,ABT-888
CRO-AP5,ABT-888
CW-2,ABT-888
D-283MED,ABT-888
D341 Med,ABT-888
Daudi,ABT-888
DBTRG-05MG,ABT-888
Detroit562,ABT-888
DG-75,ABT-888
DK-MG,ABT-888
DLD-1,ABT-888
DMS 454,ABT-888
DMS-114,ABT-888
DMS-153,ABT-888
DMS-273,ABT-888
DMS-53,ABT-888
DMS-79,ABT-888
DOHH-2,ABT-888
DoTc2-4510,ABT-888
DU-145,ABT-888
DU-4475,ABT-888
DV-90,ABT-888
EB-3,ABT-888
EBC-1,ABT-888
EFM-19,ABT-888
EFM-192A,ABT-888
EFM-192B,ABT-888
EFM-192C,ABT-888
EFO-21,ABT-888
EFO-27,ABT-888
EKVX,ABT-888
EM-2,ABT-888
EoL-1-cell,ABT-888
EPLC-272H,ABT-888
ES-2,ABT-888
EVSA-T,ABT-888
FADU,ABT-888
G-292 clone A141B1,ABT-888
G-361,ABT-888
G-401,ABT-888
G-402,ABT-888
GA-10,ABT-888
GA-10 (Clone 20),ABT-888
GDM-1,ABT-888
Gp2D,ABT-888
HBL-100,ABT-888
HCC-1171,ABT-888
HCC-1195,ABT-888
HCC-1359,ABT-888
HCC-15,ABT-888
HCC-1833,ABT-888
HCC-2108,ABT-888
HCC-2279,ABT-888
HCC-33,ABT-888
HCC-366,ABT-888
HCC-44,ABT-888
HCC-78,ABT-888
HCC1008,ABT-888
HCC1143,ABT-888
HCC1187,ABT-888
HCC1395,ABT-888
HCC1419,ABT-888
HCC1428,ABT-888
HCC1500,ABT-888
HCC1569,ABT-888
HCC1599,ABT-888
HCC1806,ABT-888
HCC1937,ABT-888
HCC1954,ABT-888
HCC202,ABT-888
HCC2185,ABT-888
HCC2218,ABT-888
HCC2688,ABT-888
HCC2998,ABT-888
HCC3153,ABT-888
HCC38,ABT-888
HCC70,ABT-888
HCC712,ABT-888
HCC812,ABT-888
HCC827,ABT-888
HCT-116,ABT-888
HCT-15,ABT-888
HCT-8,ABT-888
HD-MY-Z,ABT-888
HDQ-P1,ABT-888
HEC-1,ABT-888
HEC-1-A,ABT-888
HEC-108,ABT-888
HEC-151,ABT-888
HEC-251,ABT-888
HEC-265,ABT-888
HEC-59,ABT-888
HEC-6,ABT-888
HEK TE,ABT-888
HEL 92.1.7,ABT-888
HeLa,ABT-888
Hep 3B2.1-7,ABT-888
Hep G2,ABT-888
HEY,ABT-888
Hey-A8,ABT-888
HL-60,ABT-888
HMV-II,ABT-888
HOP-62,ABT-888
HOP-92,ABT-888
HPAF-II,ABT-888
Hs 172.T,ABT-888
Hs 229.T,ABT-888
Hs 255.T,ABT-888
Hs 281.T,ABT-888
Hs 294T,ABT-888
Hs 343.T,ABT-888
Hs 600.T,ABT-888
Hs 606.T,ABT-888
Hs 611.T,ABT-888
Hs 616.T,ABT-888
Hs 618.T,ABT-888
Hs 675.T,ABT-888
Hs 683,ABT-888
Hs 688(A).T,ABT-888
Hs 695T,ABT-888
Hs 698.T,ABT-888
Hs 706.T,ABT-888
Hs 729,ABT-888
Hs 737.T,ABT-888
Hs 739.T,ABT-888
Hs 742.T,ABT-888
Hs 746T,ABT-888
Hs 766T,ABT-888
Hs 819.T,ABT-888
Hs 821.T,ABT-888
Hs 822.T,ABT-888
Hs 834.T,ABT-888
Hs 839.T,ABT-888
Hs 840.T,ABT-888
Hs 852.T,ABT-888
Hs 863.T,ABT-888
Hs 870.T,ABT-888
Hs 888.T,ABT-888
Hs 895.T,ABT-888
Hs 934.T,ABT-888
Hs 936.T,ABT-888
Hs 939.T,ABT-888
Hs 940.T,ABT-888
Hs 944.T,ABT-888
Hs-578-T,ABT-888
HS-Sultan,ABT-888
HSC-2,ABT-888
HT-1080,ABT-888
HT-115,ABT-888
HT-1197,ABT-888
HT-1376,ABT-888
HT-29,ABT-888
HT-3,ABT-888
HT55,ABT-888
HuH-28,ABT-888
HUH-6-clone5,ABT-888
HuH-7,ABT-888
HuNS1,ABT-888
HuP-T3,ABT-888
HuP-T4,ABT-888
HuT 102,ABT-888
HuT 78,ABT-888
HUTU-80,ABT-888
IGROV-1,ABT-888
IM-95,ABT-888
Ishikawa (Heraklio) 02 ER-,ABT-888
J-RT3-T3-5,ABT-888
JEG-3,ABT-888
JeKo-1,ABT-888
JHH-6,ABT-888
JHOC-5,ABT-888
JHOM-1,ABT-888
JHOS-4,ABT-888
JHUEM-2,ABT-888
JIMT-1,ABT-888
JiyoyeP-2003,ABT-888
JM1,ABT-888
Jurkat Clone E6-1,ABT-888
JVM-3,ABT-888
K-562,ABT-888
K052,ABT-888
KASUMI-1,ABT-888
KASUMI-2,ABT-888
KATOIII,ABT-888
KE-97,ABT-888
KG-1,ABT-888
KHOS-240S,ABT-888
KM12,ABT-888
KMBC-2,ABT-888
KMS-11,ABT-888
KNS-62,ABT-888
KNS-81-FD,ABT-888
KP-3,ABT-888
KP-4,ABT-888
KP-N-S19s,ABT-888
KPL-1,ABT-888
KYSE-140,ABT-888
KYSE-30,ABT-888
KYSE-410,ABT-888
KYSE-450,ABT-888
L-428,ABT-888
LC-1/sq-SF,ABT-888
LCLC-103H,ABT-888
LCLC-97TM1,ABT-888
LN-229,ABT-888
LNCaP-Clone-FGC,ABT-888
LOUCY,ABT-888
LoVo,ABT-888
LOXIMVI,ABT-888
LP-1,ABT-888
LS 180,ABT-888
LS-1034,ABT-888
LS-123,ABT-888
LS-174T,ABT-888
LS-411N,ABT-888
LS-513,ABT-888
LU-135,ABT-888
LU-65,ABT-888
LU-99A,ABT-888
LXF-289,ABT-888
LY2,ABT-888
M14,ABT-888
Malme-3M,ABT-888
MA-CLS-2,ABT-888
MB 157,ABT-888
MC-CAR,ABT-888
MC-IXC,ABT-888
MCF10A,ABT-888
MCF10F,ABT-888
MCF12A,ABT-888
MCF7,ABT-888
MDA PCa 2b,ABT-888
MDA-MB-134-VI,ABT-888
MDA-MB-157,ABT-888
MDA-MB-175-VII,ABT-888
MDA-MB-231,ABT-888
MDA-MB-330,ABT-888
MDA-MB-361,ABT-888
MDA-MB-415,ABT-888
MDA-MB-435,ABT-888
MDA-MB-436,ABT-888
MDA-MB-453,ABT-888
MDA-MB-468,ABT-888
MEC-1,ABT-888
MEG-01,ABT-888
MES-SA,ABT-888
Mewo,ABT-888
MFE-319,ABT-888
MFM-223,ABT-888
MG-63,ABT-888
MHH-PREB-1,ABT-888
MIA-PaCa-2,ABT-888
MKN1,ABT-888
MKN45,ABT-888
MKN7,ABT-888
MKN74,ABT-888
ML-2,ABT-888
MM1-S,ABT-888
MOLM-16,ABT-888
MOLT-16,ABT-888
MOLT-4,ABT-888
MOR/CPR,ABT-888
MPP-89,ABT-888
MSTO-211H,ABT-888
MT3,ABT-888
MV-4-11,ABT-888
MX-1,ABT-888
NALM-1,ABT-888
NALM-6,ABT-888
NB-TU-1-10,ABT-888
NB1,ABT-888
NB4,ABT-888
NC37,ABT-888
NCC-IT-A3,ABT-888
NCI-ADR-RES,ABT-888
NCI-H1048,ABT-888
NCI-H1092,ABT-888
NCI-H1105,ABT-888
NCI-H1155,ABT-888
NCI-H1299,ABT-888
NCI-H1355,ABT-888
NCI-H1373,ABT-888
NCI-H1395,ABT-888
NCI-H1435,ABT-888
NCI-H1436,ABT-888
NCI-H1437,ABT-888
NCI-H146,ABT-888
NCI-H1563,ABT-888
NCI-H1568,ABT-888
NCI-H157,ABT-888
NCI-H1573,ABT-888
NCI-H1581,ABT-888
NCI-H1618,ABT-888
NCI-H1623,ABT-888
NCI-H1650,ABT-888
NCI-H1651,ABT-888
NCI-H1666,ABT-888
NCI-H1694,ABT-888
NCI-H1703,ABT-888
NCI-H1755,ABT-888
NCI-H1770,ABT-888
NCI-H1781,ABT-888
NCI-H1792,ABT-888
NCI-H1793,ABT-888
NCI-H1836,ABT-888
NCI-H1838,ABT-888
NCI-H187,ABT-888
NCI-H1876,ABT-888
NCI-H1915,ABT-888
NCI-H1930,ABT-888
NCI-H1944,ABT-888
NCI-H1963,ABT-888
NCI-H1975,ABT-888
NCI-H1993,ABT-888
NCI-H2009,ABT-888
NCI-H2023,ABT-888
NCI-H2029,ABT-888
NCI-H2030,ABT-888
NCI-H2052,ABT-888
NCI-H2073,ABT-888
NCI-H2081,ABT-888
NCI-H2087,ABT-888
NCI-H209,ABT-888
NCI-H2107,ABT-888
NCI-H2110,ABT-888
NCI-H2122,ABT-888
NCI-H2126,ABT-888
NCI-H2141,ABT-888
NCI-H2170,ABT-888
NCI-H2171,ABT-888
NCI-H2172,ABT-888
NCI-H2196,ABT-888
NCI-H2228,ABT-888
NCI-H226,ABT-888
NCI-H2286,ABT-888
NCI-H23,ABT-888
NCI-H2342,ABT-888
NCI-H2347,ABT-888
NCI-H2405,ABT-888
NCI-H28,ABT-888
NCI-H292,ABT-888
NCI-H295,ABT-888
NCI-H322,ABT-888
NCI-H3255,ABT-888
NCI-H358,ABT-888
NCI-H441,ABT-888
NCI-H446,ABT-888
NCI-H460,ABT-888
NCI-H508,ABT-888
NCI-H510A,ABT-888
NCI-H520,ABT-888
NCI-H522,ABT-888
NCI-H524,ABT-888
NCI-H526,ABT-888
NCI-H596,ABT-888
NCI-H630,ABT-888
NCI-H650,ABT-888
NCI-H660,ABT-888
NCI-H661,ABT-888
NCI-H69,ABT-888
NCI-H716,ABT-888
NCI-H720,ABT-888
NCI-H727,ABT-888
NCI-H747,ABT-888
NCI-H748,ABT-888
NCI-H810,ABT-888
NCI-H82,ABT-888
NCI-H838,ABT-888
NCI-H841,ABT-888
NCI-N87,ABT-888
NCI-SNU-1,ABT-888
NCI-SNU-16,ABT-888
NCI-SNU-5,ABT-888
NOMO-1,ABT-888
NU-DUL-1,ABT-888
NUGC-4,ABT-888
OAW-28,ABT-888
OAW-42,ABT-888
OC-314,ABT-888
OCI-AML3,ABT-888
OCI-LY-7,ABT-888
OCI-LY10,ABT-888
OCI-LY3,ABT-888
OCUB-M,ABT-888
OV-90,ABT-888
OV56,ABT-888
OV7,ABT-888
OVCA 420,ABT-888
OVCAR-3,ABT-888
OVCAR-4,ABT-888
OVCAR-5,ABT-888
OVCAR-8,ABT-888
OVK18,ABT-888
P30-OHK,ABT-888
P31-FUJ,ABT-888
P3HR-1,ABT-888
PA-TU-8902,ABT-888
Panc 02.03,ABT-888
Panc 02.13,ABT-888
Panc 03.27,ABT-888
Panc 04.03,ABT-888
Panc 05.04,ABT-888
Panc 08.13,ABT-888
Panc 10.05,ABT-888
PC-3,ABT-888
PE/CA-PJ15,ABT-888
PE/CA-PJ34 (clone C12),ABT-888
PE/CA-PJ41 (clone D2),ABT-888
PE/CA-PJ49,ABT-888
PE01,ABT-888
PL-21,ABT-888
PL45,ABT-888
PLC-PRF-5,ABT-888
QGP-1,ABT-888
Raji,ABT-888
RCH-ACV,ABT-888
RCM-1,ABT-888
RD-ES,ABT-888
REC-1,ABT-888
REH,ABT-888
RERF-LC-KJ,ABT-888
RKO-E6,ABT-888
RL95-2,ABT-888
RMG-I,ABT-888
RMUG-S,ABT-888
RPMI-2650,ABT-888
RPMI-6666,ABT-888
RPMI-8226,ABT-888
RS4;11,ABT-888
RWPE1,ABT-888
RXF393,ABT-888
Saos-2,ABT-888
SC-1,ABT-888
SCaBER,ABT-888
SCC-15,ABT-888
SCC-25,ABT-888
SCC-4,ABT-888
SCC-9,ABT-888
SCLC-21H,ABT-888
Set-2,ABT-888
SF268,ABT-888
SF295,ABT-888
SF539,ABT-888
SH-10-TC,ABT-888
SH-4,ABT-888
SHP-77,ABT-888
SiHa,ABT-888
SJSA-1,ABT-888
SK-BR-3,ABT-888
SK-BR-5,ABT-888
SK-BR-7,ABT-888
SK-CO-1,ABT-888
SK-LMS-1,ABT-888
SK-LU-1,ABT-888
SK-MEL-1,ABT-888
SK-MEL-2,ABT-888
SK-MEL-28,ABT-888
SK-MEL-3,ABT-888
SK-MEL-5,ABT-888
SK-MES-1,ABT-888
SK-N-AS,ABT-888
SK-N-BE(2),ABT-888
SK-N-DZ,ABT-888
SK-N-FI,ABT-888
SK-NEP-1,ABT-888
SK-OV-3,ABT-888
SK-UT-1,ABT-888
SKM-1,ABT-888
SN12C,ABT-888
SNB19,ABT-888
SNB75,ABT-888
SNG-M,ABT-888
SNU-1,ABT-888
SNU-1040,ABT-888
SNU-16,ABT-888
SNU-175,ABT-888
SNU-182,ABT-888
SNU-387,ABT-888
SNU-398,ABT-888
SNU-423,ABT-888
SNU-449,ABT-888
SNU-475,ABT-888
SNU-5,ABT-888
SNU-61,ABT-888
SNU-81,ABT-888
SNU-840,ABT-888
SNU-C2A,ABT-888
SNU-C4,ABT-888
SNU-C5,ABT-888
Sq-1,ABT-888
SR,ABT-888
SU-DHL-10,ABT-888
SU-DHL-16,ABT-888
SU-DHL-4,ABT-888
SU-DHL-5,ABT-888
SU-DHL-6,ABT-888
SU.86.86,ABT-888
SUIT-2,ABT-888
SUM 1315M02,ABT-888
SUM 149PT,ABT-888
SUM 159PT,ABT-888
SUM 229PE,ABT-888
SUM225CWN,ABT-888
SUM 52PE,ABT-888
SUM102PT,ABT-888
SUM185PE,ABT-888
SUM44PE,ABT-888
SW 1271,ABT-888
SW 1353,ABT-888
SUM 190,ABT-888
SW 527,ABT-888
SW1088,ABT-888
SW1116,ABT-888
SW13,ABT-888
SW1417,ABT-888
SW1463,ABT-888
SW1573,ABT-888
SW1710,ABT-888
SW1783,ABT-888
SW1990,ABT-888
SW403,ABT-888
SW48,ABT-888
SW480,ABT-888
SW620,ABT-888
SW626,ABT-888
SW780,ABT-888
SW837,ABT-888
SW900,ABT-888
SW948,ABT-888
SW982,ABT-888
T-24,ABT-888
T3M-10,ABT-888
T47D,ABT-888
TE 125.T,ABT-888
TE 159.T,ABT-888
TE 441.T,ABT-888
TE 617.T,ABT-888
THP-1,ABT-888
TI-73,ABT-888
TK10,ABT-888
TO 175.T,ABT-888
Toledo,ABT-888
TYK-nu,ABT-888
U-118-MG,ABT-888
U-138 MG,ABT-888
U-2-OS,ABT-888
U-266,ABT-888
U-87-MG,ABT-888
U-937,ABT-888
U251,ABT-888
UACC-257,ABT-888
UACC-3199,ABT-888
UACC-62,ABT-888
UACC-812,ABT-888
UACC-893,ABT-888
UM-UC-3,ABT-888
UMC-11,ABT-888
UO31,ABT-888
VCaP,ABT-888
VM-CUB-1,ABT-888
VMRC-LCD,ABT-888
VMRC-RCW,ABT-888
WIDR,ABT-888
WM-115,ABT-888
WM-266-4,ABT-888
WM-793,ABT-888
WM-983B,ABT-888
WSU-DLCL2,ABT-888
YKG-1,ABT-888
ZR-75-1,ABT-888
ZR-75-30,ABT-888
ZR75B,ABT-888
184A1,AG1478
184B5,AG1478
22RV1,AG1478
23132-87,AG1478
600MPE,AG1478
639-V,AG1478
647-V,AG1478
769-P,AG1478
786-0,AG1478
A204,AG1478
A253,AG1478
A3-KAW,AG1478
A375,AG1478
A4-Fuk,AG1478
A427,AG1478
A431,AG1478
A498,AG1478
A549,AG1478
A673,AG1478
A704,AG1478
ACHN,AG1478
AMO-1,AG1478
AN3-CA,AG1478
ARH-77,AG1478
AsPC-1,AG1478
AU565,AG1478
AU655,AG1478
BC-1,AG1478
BC-2,AG1478
BC-3,AG1478
BCPAP,AG1478
BDCM,AG1478
BE(2)-C,AG1478
BEWO,AG1478
BFTC-905,AG1478
BHT-101,AG1478
BICR 10,AG1478
BICR 16,AG1478
BICR 18,AG1478
BICR 22,AG1478
BICR 31,AG1478
BICR 56,AG1478
BICR 6,AG1478
BICR 78,AG1478
BL-70,AG1478
BPH-1,AG1478
BT-20,AG1478
BT-474,AG1478
BT-483,AG1478
BT-549,AG1478
BV-173,AG1478
BxPC-3,AG1478
C-33-A,AG1478
C-4 I,AG1478
C-4-II,AG1478
C2BBe1,AG1478
C32,AG1478
Ca-Ski,AG1478
CAKI-1,AG1478
Caki-2,AG1478
CAL-120,AG1478
CAL-12T,AG1478
CAL-148,AG1478
CAL-27,AG1478
CAL-51,AG1478
CAL-54,AG1478
CAL-62,AG1478
CAL-85-1,AG1478
Calu-1,AG1478
Calu-3,AG1478
Calu-6,AG1478
CAMA-1,AG1478
Caov-3,AG1478
CAPAN-1,AG1478
Capan-2,AG1478
CCF-STTG1,AG1478
CCRF-CEM,AG1478
CEMC1,AG1478
CFPAC-1,AG1478
CGTH-W-1,AG1478
ChaGo-K-1,AG1478
CHL-1,AG1478
CHP-212,AG1478
CL-34,AG1478
CL-40,AG1478
CML-T1,AG1478
COLO 201,AG1478
COLO 320DM,AG1478
COLO-205,AG1478
COLO-320-HSR,AG1478
COLO-668,AG1478
COLO-678,AG1478
COLO-679,AG1478
COLO-680N,AG1478
COLO-684,AG1478
COLO-699,AG1478
COLO-704,AG1478
COLO-741,AG1478
COLO-792,AG1478
COLO-800,AG1478
COLO-824,AG1478
COLO-829,AG1478
COLO-849,AG1478
COR-L105,AG1478
COR-L23,AG1478
COR-L279,AG1478
COR-L51,AG1478
COR-L88,AG1478
CRO-AP2,AG1478
CRO-AP5,AG1478
CW-2,AG1478
D-283MED,AG1478
D341 Med,AG1478
Daudi,AG1478
DBTRG-05MG,AG1478
Detroit562,AG1478
DG-75,AG1478
DK-MG,AG1478
DLD-1,AG1478
DMS 454,AG1478
DMS-114,AG1478
DMS-153,AG1478
DMS-273,AG1478
DMS-53,AG1478
DMS-79,AG1478
DOHH-2,AG1478
DoTc2-4510,AG1478
DU-145,AG1478
DU-4475,AG1478
DV-90,AG1478
EB-3,AG1478
EBC-1,AG1478
EFM-19,AG1478
EFM-192A,AG1478
EFM-192B,AG1478
EFM-192C,AG1478
EFO-21,AG1478
EFO-27,AG1478
EKVX,AG1478
EM-2,AG1478
EoL-1-cell,AG1478
EPLC-272H,AG1478
ES-2,AG1478
EVSA-T,AG1478
FADU,AG1478
G-292 clone A141B1,AG1478
G-361,AG1478
G-401,AG1478
G-402,AG1478
GA-10,AG1478
GA-10 (Clone 20),AG1478
GDM-1,AG1478
Gp2D,AG1478
HBL-100,AG1478
HCC-1171,AG1478
HCC-1195,AG1478
HCC-1359,AG1478
HCC-15,AG1478
HCC-1833,AG1478
HCC-2108,AG1478
HCC-2279,AG1478
HCC-33,AG1478
HCC-366,AG1478
HCC-44,AG1478
HCC-78,AG1478
HCC1008,AG1478
HCC1143,AG1478
HCC1187,AG1478
HCC1395,AG1478
HCC1419,AG1478
HCC1428,AG1478
HCC1500,AG1478
HCC1569,AG1478
HCC1599,AG1478
HCC1806,AG1478
HCC1937,AG1478
HCC1954,AG1478
HCC202,AG1478
HCC2185,AG1478
HCC2218,AG1478
HCC2688,AG1478
HCC2998,AG1478
HCC3153,AG1478
HCC38,AG1478
HCC70,AG1478
HCC712,AG1478
HCC812,AG1478
HCC827,AG1478
HCT-116,AG1478
HCT-15,AG1478
HCT-8,AG1478
HD-MY-Z,AG1478
HDQ-P1,AG1478
HEC-1,AG1478
HEC-1-A,AG1478
HEC-108,AG1478
HEC-151,AG1478
HEC-251,AG1478
HEC-265,AG1478
HEC-59,AG1478
HEC-6,AG1478
HEK TE,AG1478
HEL 92.1.7,AG1478
HeLa,AG1478
Hep 3B2.1-7,AG1478
Hep G2,AG1478
HEY,AG1478
Hey-A8,AG1478
HL-60,AG1478
HMV-II,AG1478
HOP-62,AG1478
HOP-92,AG1478
HPAF-II,AG1478
Hs 172.T,AG1478
Hs 229.T,AG1478
Hs 255.T,AG1478
Hs 281.T,AG1478
Hs 294T,AG1478
Hs 343.T,AG1478
Hs 600.T,AG1478
Hs 606.T,AG1478
Hs 611.T,AG1478
Hs 616.T,AG1478
Hs 618.T,AG1478
Hs 675.T,AG1478
Hs 683,AG1478
Hs 688(A).T,AG1478
Hs 695T,AG1478
Hs 698.T,AG1478
Hs 706.T,AG1478
Hs 729,AG1478
Hs 737.T,AG1478
Hs 739.T,AG1478
Hs 742.T,AG1478
Hs 746T,AG1478
