Symbol,Approved_Symbol
None,rs377732504
None,rs377733740
None,rs377733848
None,rs377734083
None,rs377734092
None,rs377734328
None,rs377735151
None,rs377736349
None,rs377744396
None,rs377750662
None,rs377756088
None,rs377757088
None,rs377766529
None,rs377766680
None,rs386368230
None,rs386670347
None,rs386670348
None,rs386670349
None,rs386829998
None,rs386829999
None,rs386830000
None,rs386830001
None,rs386830002
None,rs386830003
None,rs386830004
None,rs386830007
None,rs386830008
None,rs386830009
None,rs386830010
None,rs386830011
None,rs386830012
None,rs386830014
None,rs386830015
None,rs386830018
None,rs386830019
None,rs386830020
None,rs386830021
None,rs386830022
None,rs386830023
None,rs386830027
None,rs386830028
None,rs386830029
None,rs386830030
None,rs386830031
None,rs386830032
None,rs386830033
None,rs386830034
None,rs386830035
None,rs386830036
None,rs386830037
None,rs386830038
None,rs386830039
None,rs386830040
None,rs386830041
None,rs386830042
None,rs386830044
None,rs386830045
None,rs386830046
None,rs386830047
None,rs386830048
None,rs386830050
None,rs386830051
None,rs386830052
None,rs386830086
None,rs386830087
None,rs386830088
None,rs386830089
None,rs386830093
None,rs386830097
None,rs386830098
None,rs386830099
None,rs386830100
None,rs386830101
None,rs386830102
None,rs386830103
None,rs386830104
None,rs386830110
None,rs386830112
None,rs386830113
None,rs386830117
None,rs386830122
None,rs386830127
None,rs386830128
None,rs386830129
None,rs386830132
None,rs386830133
None,rs386830134
None,rs386830140
None,rs386830142
None,rs386830143
None,rs386830144
None,rs386830145
None,rs386830146
None,rs386830147
None,rs386830148
None,rs386830150
None,rs386830151
None,rs386830154
None,rs386830157
None,rs386830159
None,rs386830164
None,rs386830166
None,rs386830168
None,rs386830170
None,rs386830172
None,rs386830175
None,rs386830180
None,rs386830181
None,rs386830183
None,rs386830187
None,rs386830189
None,rs386830197
None,rs386830203
None,rs386830205
None,rs386830210
None,rs386830211
None,rs386830222
None,rs386830225
None,rs386830235
None,rs386830236
None,rs386830237
None,rs386830242
None,rs386830244
None,rs386830245
None,rs386830248
None,rs386830253
None,rs386830257
None,rs386830258
None,rs386830260
None,rs386830261
None,rs386830262
None,rs386830263
None,rs386830265
None,rs386830266
None,rs386830267
None,rs386830272
None,rs386830280
None,rs386830282
None,rs386830283
None,rs386830286
None,rs386830287
None,rs386830288
None,rs386830289
None,rs386830290
None,rs386830299
None,rs386830301
None,rs386830307
None,rs386830308
None,rs386830311
None,rs386830313
None,rs386830314
None,rs386830317
None,rs386830333
None,rs386830335
None,rs386830338
None,rs386830340
None,rs386830341
None,rs386830345
None,rs386830349
None,rs386830350
None,rs386830363
None,rs386830364
None,rs386830365
None,rs386830366
None,rs386830369
None,rs386830377
None,rs386830378
None,rs386830380
None,rs386830386
None,rs386830391
None,rs386830393
None,rs386830395
None,rs386830396
None,rs386830397
None,rs386830398
None,rs386830403
None,rs386830409
None,rs386830411
None,rs386830415
None,rs386830418
None,rs386830419
None,rs386830421
None,rs386830422
None,rs386830425
None,rs386830426
None,rs386830428
None,rs386830429
None,rs386830432
None,rs386830433
None,rs386830434
None,rs386830435
None,rs386830441
None,rs386830444
None,rs386830449
None,rs386830454
None,rs386830457
None,rs386830461
None,rs386830462
None,rs386830465
None,rs386830467
None,rs386830468
None,rs386830471
None,rs386830483
None,rs386830486
None,rs386830487
None,rs386830488
None,rs386830492
None,rs386830493
None,rs386830499
None,rs386830505
None,rs386830510
None,rs386830511
None,rs386830512
None,rs386830515
None,rs386830516
None,rs386830528
None,rs386830530
None,rs386830533
None,rs386830534
None,rs386830539
None,rs386830543
None,rs386830550
None,rs386830556
None,rs386830561
None,rs386830571
None,rs386830572
None,rs386830573
None,rs386830574
None,rs386830578
None,rs386830579
None,rs386830581
None,rs386830590
None,rs386830596
None,rs386830598
None,rs386830607
None,rs386830612
None,rs386830614
None,rs386830617
None,rs386830618
None,rs386830620
None,rs386830622
None,rs386830630
None,rs386830633
None,rs386830640
None,rs386830643
None,rs386830646
None,rs386830651
None,rs386830656
None,rs386830669
None,rs386830676
None,rs386830677
None,rs386830678
None,rs386830687
None,rs386830691
None,rs386830693
None,rs386830695
None,rs386830698
None,rs386830703
None,rs386830705
None,rs386830710
None,rs386830711
None,rs386830714
None,rs386830715
None,rs386830716
None,rs386830718
None,rs386830729
None,rs386830740
None,rs386830753
None,rs386830760
None,rs386830762
None,rs386830763
None,rs386830764
None,rs386830771
None,rs386830772
None,rs386830773
None,rs386830774
None,rs386830775
None,rs386830776
None,rs386830782
None,rs386830783
None,rs386830784
None,rs386830785
None,rs386830786
None,rs386830787
None,rs386830788
None,rs386830790
None,rs386830800
None,rs386830801
None,rs386830802
None,rs386830805
None,rs386830808
None,rs386830812
None,rs386830813
None,rs386830820
None,rs386830825
None,rs386830831
None,rs386830836
None,rs386830846
None,rs386830847
None,rs386830848
None,rs386830849
None,rs386830850
None,rs386830851
None,rs386830852
None,rs386830853
None,rs386830855
None,rs386830856
None,rs386830858
None,rs386830859
None,rs386830860
None,rs386830861
None,rs386830864
None,rs386830865
None,rs386830866
None,rs386830867
None,rs386830868
None,rs386830869
None,rs386830870
None,rs386830871
None,rs386830872
None,rs386830873
None,rs386830875
None,rs386830876
None,rs386830877
None,rs386830878
None,rs386830879
None,rs386830880
None,rs386830881
None,rs386830882
None,rs386830883
None,rs386830884
None,rs386830885
None,rs386830886
None,rs386830887
None,rs386830888
None,rs386830889
None,rs386830890
None,rs386830891
None,rs386830892
None,rs386830893
None,rs386830894
None,rs386830895
None,rs386830896
None,rs386830897
None,rs386830898
None,rs386830899
None,rs386830900
None,rs386830901
None,rs386830902
None,rs386830903
None,rs386830904
None,rs386830905
None,rs386830906
None,rs386830907
None,rs386830908
None,rs386830909
None,rs386830910
None,rs386830911
None,rs386830912
None,rs386830913
None,rs386830915
None,rs386830916
None,rs386830917
None,rs386830918
None,rs386830920
None,rs386830921
None,rs386830922
None,rs386830923
None,rs386830925
None,rs386830927
None,rs386830928
None,rs386830929
None,rs386830930
None,rs386830931
None,rs386830933
None,rs386830934
None,rs386830935
None,rs386830936
None,rs386830937
None,rs386830938
None,rs386830939
None,rs386830940
None,rs386830941
None,rs386830942
None,rs386830943
None,rs386830944
None,rs386830945
None,rs386830946
None,rs386830947
None,rs386830948
None,rs386830949
None,rs386830950
None,rs386830951
None,rs386830952
None,rs386830953
None,rs386830954
None,rs386830955
None,rs386830956
None,rs386830957
None,rs386830958
None,rs386830959
None,rs386830960
None,rs386830961
None,rs386830962
None,rs386830963
None,rs386830964
None,rs386830965
None,rs386830966
None,rs386830967
None,rs386830968
None,rs386830969
None,rs386830971
None,rs386830972
None,rs386830973
None,rs386830974
None,rs386830975
None,rs386830976
None,rs386830977
None,rs386830978
None,rs386830979
None,rs386830980
None,rs386830981
None,rs386830982
None,rs386830983
None,rs386830984
None,rs386830985
None,rs386830986
None,rs386830987
None,rs386830988
None,rs386830989
None,rs386830990
None,rs386830991
None,rs386830992
None,rs386830993
None,rs386830994
None,rs386830995
None,rs386830996
None,rs386830997
None,rs386830998
None,rs386830999
None,rs386831000
None,rs386831001
None,rs386831002
None,rs386831003
None,rs386831004
None,rs386831005
None,rs386831006
None,rs386831007
None,rs386831008
None,rs386831009
None,rs386831010
None,rs386831011
None,rs386831012
None,rs386831013
None,rs386831014
None,rs386831015
None,rs386831016
None,rs386831017
None,rs386831018
None,rs386831019
None,rs386831020
None,rs386831021
None,rs386831022
None,rs386831023
None,rs386831024
None,rs386831026
None,rs386831028
None,rs386831029
None,rs386831030
None,rs386831032
None,rs386831033
None,rs386831034
None,rs386831035
None,rs386831036
None,rs386831037
None,rs386831038
None,rs386831039
None,rs386831040
None,rs386831041
None,rs386831042
None,rs386831043
None,rs386831044
None,rs386831045
None,rs386831046
None,rs386831047
None,rs386831048
None,rs386831049
None,rs386831050
None,rs386831051
None,rs386831052
None,rs386831053
None,rs386831054
None,rs386831055
None,rs386831056
None,rs386831057
None,rs386831058
None,rs386831060
None,rs386831061
None,rs386831062
None,rs386831063
None,rs386831064
None,rs386831067
None,rs386831069
None,rs386831070
None,rs386831071
None,rs386831073
None,rs386831074
None,rs386831075
None,rs386831076
None,rs386831077
None,rs386831078
None,rs386831079
None,rs386831080
None,rs386831081
None,rs386831165
None,rs386831166
None,rs386831167
None,rs386831168
None,rs386831169
None,rs386831170
None,rs386831171
None,rs386831172
None,rs386831173
None,rs386831174
None,rs386831175
None,rs386831176
None,rs386831177
None,rs386831178
None,rs386831179
None,rs386831180
None,rs386831181
None,rs386831182
None,rs386831183
None,rs386831184
None,rs386831185
None,rs386831186
None,rs386831187
None,rs386831188
None,rs386831189
None,rs386831190
None,rs386831191
None,rs386831192
None,rs386831193
None,rs386831194
None,rs386831195
None,rs386831196
None,rs386831197
None,rs386831198
None,rs386831199
None,rs386831200
None,rs386831201
None,rs386831202
None,rs386831203
None,rs386831204
None,rs386831205
None,rs386831206
None,rs386831207
None,rs386831208
None,rs386831209
None,rs386831210
None,rs386831212
None,rs386831213
None,rs386831214
None,rs386831215
None,rs386831216
None,rs386831217
None,rs386831218
None,rs386831219
None,rs386831220
None,rs386831221
None,rs386831222
None,rs386831223
None,rs386831224
None,rs386831225
None,rs386831226
None,rs386831227
None,rs386831228
None,rs386831229
None,rs386831230
None,rs386831231
None,rs386831232
None,rs386831233
None,rs386831234
None,rs386831235
None,rs386831236
None,rs386831237
None,rs386831238
None,rs386831239
None,rs386831240
None,rs386831241
None,rs386831242
None,rs386831243
None,rs386831244
None,rs386831245
None,rs386831246
None,rs386831247
None,rs386831248
None,rs386831249
None,rs386831250
None,rs386831251
None,rs386831252
None,rs386831254
None,rs386831255
None,rs386831256
None,rs386831257
None,rs386831258
None,rs386831259
None,rs386831260
None,rs386831261
None,rs386831262
None,rs386831263
None,rs386831264
None,rs386831265
None,rs386831266
None,rs386831267
None,rs386831271
None,rs386831272
None,rs386831273
None,rs386831274
None,rs386831275
None,rs386831276
None,rs386831277
None,rs386831278
None,rs386831279
None,rs386831280
None,rs386831281
None,rs386831282
None,rs386831283
None,rs386831284
None,rs386831285
None,rs386831286
None,rs386831287
None,rs386831288
None,rs386831289
None,rs386831290
None,rs386831291
None,rs386831292
None,rs386831293
None,rs386831294
None,rs386831295
None,rs386831296
None,rs386831297
None,rs386831298
None,rs386831299
None,rs386831300
None,rs386831301
None,rs386831302
None,rs386831303
None,rs386831304
None,rs386831305
None,rs386831306
None,rs386831307
None,rs386831308
None,rs386831309
None,rs386831310
None,rs386831311
None,rs386831312
None,rs386831313
None,rs386831314
None,rs386831315
None,rs386831316
None,rs386831317
None,rs386831318
None,rs386831319
None,rs386831320
None,rs386831321
None,rs386831322
None,rs386831323
None,rs386831324
None,rs386831325
None,rs386831326
None,rs386831327
None,rs386831328
None,rs386831329
None,rs386831330
None,rs386831331
None,rs386831332
None,rs386831333
None,rs386831334
None,rs386831335
None,rs386831336
None,rs386831337
None,rs386831338
None,rs386831339
None,rs386831340
None,rs386831341
None,rs386831342
None,rs386831343
None,rs386831344
None,rs386831345
None,rs386831346
None,rs386831347
None,rs386831348
None,rs386831349
None,rs386831350
None,rs386831351
None,rs386831352
None,rs386831353
None,rs386831354
None,rs386831355
None,rs386831356
None,rs386831357
None,rs386831358
None,rs386831359
None,rs386831360
None,rs386831361
None,rs386831362
None,rs386831363
None,rs386831364
None,rs386831365
None,rs386831366
None,rs386831367
None,rs386831368
None,rs386831369
None,rs386831370
None,rs386831371
None,rs386831372
None,rs386831373
None,rs386831374
None,rs386831375
None,rs386831376
None,rs386831378
None,rs386831379
None,rs386831380
None,rs386831381
None,rs386831382
None,rs386831383
None,rs386831384
None,rs386831385
None,rs386831386
None,rs386831387
None,rs386831388
None,rs386831389
None,rs386831390
None,rs386831391
None,rs386831392
None,rs386831393
None,rs386831394
None,rs386831395
None,rs386831396
None,rs386831397
None,rs386831398
None,rs386831399
None,rs386831400
None,rs386831401
None,rs386831402
None,rs386831403
None,rs386831404
None,rs386831405
None,rs386831406
None,rs386831407
None,rs386831408
None,rs386831409
None,rs386831410
None,rs386831411
None,rs386831805
None,rs386831835
None,rs386831839
None,rs386831851
None,rs386831865
None,rs386831880
None,rs386831885
None,rs386831886
None,rs386831887
None,rs386831888
None,rs386831889
None,rs386831890
None,rs386831891
None,rs386831892
None,rs386831893
None,rs386831894
None,rs386831895
None,rs386831896
None,rs386831897
None,rs386831898
None,rs386831899
None,rs386831900
None,rs386831901
None,rs386831902
None,rs386831903
None,rs386831904
None,rs386831905
None,rs386831906
None,rs386831907
None,rs386831909
None,rs386831916
None,rs386831917
None,rs386831922
None,rs386831924
None,rs386831925
None,rs386831926
None,rs386831927
None,rs386831928
None,rs386831929
None,rs386831930
None,rs386831931
None,rs386831932
None,rs386831933
None,rs386831934
None,rs386831935
None,rs386831936
None,rs386831937
None,rs386831938
None,rs386831939
None,rs386831940
None,rs386831941
None,rs386831942
None,rs386831944
None,rs386831946
None,rs386831948
None,rs386831949
None,rs386831951
None,rs386831953
None,rs386831955
None,rs386831957
None,rs386831962
None,rs386831963
None,rs386831964
None,rs386831965
None,rs386831966
None,rs386831969
None,rs386831971
None,rs386831973
None,rs386831974
None,rs386831975
None,rs386831976
None,rs386831977
None,rs386831978
None,rs386831980
None,rs386831981
None,rs386831982
None,rs386831983
None,rs386831984
None,rs386831986
None,rs386831988
None,rs386831989
None,rs386831990
None,rs386831991
None,rs386831992
None,rs386831993
None,rs386831995
None,rs386831996
None,rs386832001
None,rs386832002
None,rs386832003
None,rs386832004
None,rs386832006
None,rs386832007
None,rs386832009
None,rs386832010
None,rs386832011
None,rs386832012
None,rs386832013
None,rs386832014
None,rs386832017
None,rs386832019
None,rs386832020
None,rs386832021
None,rs386832022
None,rs386832023
None,rs386832025
None,rs386832027
None,rs386832029
None,rs386832031
None,rs386832032
None,rs386832033
None,rs386832034
None,rs386832035
None,rs386832037
None,rs386832038
None,rs386832040
None,rs386832041
None,rs386832042
None,rs386832043
None,rs386832044
None,rs386832045
None,rs386832046
None,rs386832047
None,rs386832048
None,rs386832049
None,rs386832050
None,rs386832051
None,rs386832052
None,rs386832053
None,rs386832054
None,rs386832055
None,rs386832056
None,rs386832057
None,rs386832058
None,rs386832059
None,rs386832061
None,rs386832062
None,rs386832063
None,rs386832065
None,rs386832066
None,rs386832067
None,rs386832068
None,rs386832069
None,rs386832070
None,rs386832071
None,rs386832072
None,rs386832073
None,rs386832074
None,rs386832075
None,rs386832076
None,rs386832077
None,rs386832078
None,rs386832079
None,rs386832080
None,rs386832081
None,rs386832082
None,rs386832084
None,rs386832085
None,rs386832087
None,rs386832088
None,rs386832090
None,rs386832091
None,rs386832092
None,rs386832094
None,rs386832095
None,rs386832098
None,rs386832099
None,rs386832101
None,rs386832106
None,rs386832107
None,rs386832108
None,rs386832110
None,rs386832111
None,rs386832113
None,rs386832114
None,rs386832117
None,rs386832118
None,rs386832120
None,rs386832121
None,rs386832127
None,rs386832130
None,rs386832132
None,rs386832133
None,rs386832134
None,rs386832135
None,rs386832136
None,rs386832138
None,rs386832140
None,rs386832143
None,rs386832145
None,rs386832146
None,rs386832147
None,rs386832148
None,rs386832150
None,rs386832151
None,rs386832152
None,rs386832154
None,rs386832155
None,rs386832157
None,rs386832159
None,rs386832163
None,rs386832167
None,rs386832168
None,rs386832175
None,rs386832177
None,rs386832179
None,rs386832180
None,rs386832181
None,rs386832184
None,rs386832186
None,rs386832187
None,rs386832188
None,rs386832189
None,rs386832190
None,rs386832191
None,rs386832192
None,rs386832193
None,rs386832194
None,rs386832195
None,rs386832196
None,rs386832197
None,rs386832198
None,rs386832199
None,rs386832200
None,rs386832201
None,rs386832202
None,rs386832203
None,rs386832204
None,rs386832205
None,rs386832206
None,rs386832207
None,rs386832208
None,rs386832209
None,rs386832210
None,rs386832212
None,rs386832213
None,rs386832214
None,rs386832215
None,rs386832216
None,rs386832217
None,rs386832218
None,rs386832219
None,rs386832220
None,rs386832221
None,rs386832222
None,rs386832223
None,rs386832224
None,rs386832225
None,rs386832226
None,rs386832227
None,rs386832228
None,rs386832229
None,rs386832231
None,rs386832232
None,rs386832233
None,rs386832234
None,rs386832237
None,rs386832238
None,rs386832239
None,rs386832241
None,rs386832242
None,rs386832243
None,rs386832244
None,rs386832245
None,rs386832246
None,rs386832247
None,rs386832248
None,rs386832249
None,rs386832250
None,rs386832251
None,rs386832252
None,rs386832253
None,rs386832254
None,rs386832255
None,rs386832256
None,rs386832257
None,rs386832258
None,rs386832259
None,rs386832260
None,rs386832261
None,rs386832263
None,rs386832264
None,rs386832265
None,rs386832266
None,rs386832267
None,rs386832268
None,rs386832269
None,rs386832270
None,rs386832272
None,rs386832273
None,rs386832274
None,rs386832275
None,rs386832276
None,rs386832277
None,rs386832278
None,rs386832279
None,rs386832280
None,rs386832281
None,rs386832286
None,rs386832287
None,rs386832289
None,rs386832290
None,rs386832294
None,rs386832295
None,rs386832296
None,rs386832297
None,rs386832298
None,rs386832299
None,rs386832301
None,rs386832302
None,rs386832303
None,rs386832305
None,rs386832307
None,rs386832308
None,rs386832309
None,rs386832310
None,rs386832311
None,rs386832312
None,rs386832314
None,rs386832316
None,rs386832317
None,rs386832318
None,rs386832319
None,rs386832322
None,rs386832325
None,rs386832326
None,rs386832327
None,rs386832328
None,rs386832329
None,rs386832333
None,rs386832334
None,rs386832335
None,rs386832336
None,rs386832345
None,rs386832355
None,rs386832365
None,rs386832378
None,rs386832379
None,rs386832380
None,rs386832381
None,rs386832382
None,rs386832383
None,rs386832384
None,rs386832385
None,rs386832386
None,rs386832387
None,rs386832388
None,rs386832389
None,rs386832390
None,rs386832391
None,rs386832392
None,rs386832393
None,rs386832394
None,rs386832395
None,rs386832396
None,rs386832397
None,rs386832399
None,rs386832400
None,rs386832401
None,rs386832402
None,rs386832404
None,rs386832405
None,rs386832406
None,rs386832411
None,rs386832419
None,rs386832428
None,rs386832430
None,rs386832438
None,rs386832448
None,rs386832450
None,rs386832451
None,rs386832458
None,rs386832466
None,rs386832483
None,rs386832495
None,rs386832530
None,rs386832537
None,rs386832538
None,rs386832539
None,rs386832541
None,rs386832545
None,rs386832548
None,rs386832557
None,rs386832582
None,rs386832585
None,rs386832589
None,rs386832590
None,rs386832591
None,rs386832594
None,rs386832596
None,rs386832600
None,rs386832619
None,rs386832634
None,rs386832638
None,rs386832640
None,rs386832641
None,rs386832658
None,rs386832659
None,rs386832663
None,rs386832680
None,rs386832684
None,rs386832686
None,rs386832687
None,rs386832690
None,rs386832691
None,rs386832692
None,rs386832693
None,rs386832694
None,rs386832695
None,rs386832696
None,rs386832697
None,rs386832698
None,rs386832699
None,rs386832700
None,rs386832701
None,rs386832702
None,rs386832703
None,rs386832711
None,rs386832715
None,rs386832720
None,rs386832727
None,rs386832728
None,rs386832729
None,rs386832730
None,rs386832733
None,rs386832741
None,rs386832758
None,rs386832765
None,rs386832768
None,rs386832770
None,rs386832771
None,rs386832773
None,rs386832776
None,rs386832779
None,rs386832785
None,rs386832796
None,rs386832797
None,rs386832800
None,rs386832804
None,rs386832805
None,rs386832812
None,rs386832818
None,rs386832819
None,rs386832821
None,rs386832822
None,rs386832826
None,rs386832827
None,rs386832830
None,rs386832831
None,rs386832839
None,rs386832841
None,rs386832842
None,rs386832844
None,rs386832845
None,rs386832846
None,rs386832848
None,rs386832849
None,rs386832858
None,rs386832859
None,rs386832865
None,rs386832869
None,rs386832871
None,rs386832872
None,rs386832874
None,rs386832875
None,rs386832876
None,rs386832877
None,rs386832878
None,rs386832879
None,rs386832880
None,rs386832881
None,rs397694433
None,rs397695119
None,rs397779825
None,rs397813890
None,rs397822369
None,rs397823750
None,rs397832184
None,rs397832197
None,rs397832312
None,rs397832349
None,rs397832436
None,rs397832553
None,rs397832554
None,rs397832696
None,rs397832811
None,rs397832928
None,rs397833015
None,rs397833058
None,rs397833258
None,rs397833766
None,rs397833767
None,rs397834917
None,rs397839733
None,rs397839882
None,rs397839883
None,rs397839884
None,rs397839885
None,rs397841864
None,rs397841865
None,rs397841866
None,rs397842754
None,rs397842755
None,rs397842756
None,rs397842757
None,rs397842758
None,rs397842759
None,rs397842760
None,rs397842761
None,rs397842762
None,rs397842763
None,rs397842764
None,rs397842765
None,rs397843488
None,rs397843495
None,rs397843496
None,rs397843539
None,rs397843546
None,rs397843574
None,rs397843585
None,rs397843589
None,rs397843607
None,rs397843608
None,rs397843609
None,rs397843610
None,rs397843611
None,rs397843612
None,rs397843613
None,rs397843616
None,rs397843631
None,rs397843812
None,rs397843813
None,rs397843814
None,rs397843825
None,rs397843826
None,rs397843827
None,rs397843828
None,rs397844051
None,rs397844302
None,rs397844313
None,rs397844336
None,rs397844373
None,rs397844375
None,rs397894862
None,rs397897140
None,rs398038213
None,rs398038217
None,rs398038245
None,rs398051449
None,rs398051450
None,rs398089571
None,rs398103233
None,rs527275403
None,rs527276144
None,rs527331558
None,rs527343241
None,rs527348388
None,rs527399975
None,rs527429526
None,rs527441854
None,rs527441907
None,rs527502626
None,rs527585807
None,rs527612989
None,rs527613728
None,rs527620448
None,rs527679576
None,rs527684203
None,rs527693665
None,rs527757595
None,rs527772859
None,rs527811602
None,rs527871539
None,rs527871785
None,rs527914285
None,rs527935315
None,rs527945718
None,rs527981259
None,rs528070836
None,rs528077642
None,rs528086108
None,rs528098527
None,rs528099576
None,rs528164697
None,rs528219680
None,rs528250333
None,rs528276460
None,rs528305576
None,rs528339582
None,rs528342344
None,rs528357376
None,rs528378563
None,rs528394252
None,rs528416331
None,rs528456662
None,rs528519119
None,rs528520998
None,rs528680906
None,rs528686085
None,rs528691453
None,rs528731740
None,rs528749461
None,rs528856386
None,rs528880853
None,rs528892978
None,rs528957134
None,rs529035762
None,rs529063312
None,rs529102501
None,rs529150496
None,rs529167847
None,rs529202100
None,rs529216042
None,rs529263321
None,rs529296484
None,rs529306704
None,rs529308723
None,rs529372778
None,rs529467088
None,rs529474802
None,rs529495003
None,rs529530233
None,rs529535810
None,rs529580112
None,rs529584267
None,rs529649222
None,rs529672259
None,rs529734627
None,rs529736905
None,rs529738169
None,rs529751279
None,rs529848180
None,rs529851299
None,rs529910242
None,rs529911464
None,rs529974317
None,rs530022193
None,rs530057614
None,rs530063534
None,rs530100612
None,rs530163232
None,rs530182514
None,rs530234275
None,rs530252816
None,rs530273663
None,rs530329436
None,rs530359322
None,rs530513384
None,rs530520952
None,rs530524891
None,rs530543352
None,rs530585020
None,rs530591725
None,rs530595853
None,rs530601038
None,rs530658247
None,rs530688379
None,rs530725382
None,rs530765596
None,rs530785392
None,rs530826069
None,rs530877729
None,rs530938931
None,rs531014682
None,rs531060114
None,rs531078189
None,rs531078227
None,rs531095230
None,rs531121689
None,rs531149399
None,rs531195578
None,rs531207148
None,rs531231461
None,rs531307607
None,rs531337566
None,rs531353846
None,rs531397667
None,rs531404253
None,rs531465026
None,rs531465589
None,rs531466922
None,rs531494756
None,rs531558070
None,rs531575725
None,rs531626890
None,rs531646582
None,rs531690772
None,rs531707927
None,rs531826569
None,rs531846060
None,rs531853961
None,rs531883742
None,rs531937097
None,rs531991883
None,rs531991993
None,rs532025282
None,rs532060855
None,rs532106059
None,rs532143434
None,rs532155092
None,rs532167806
None,rs532183123
None,rs532203804
None,rs532241270
None,rs532241393
None,rs532268172
None,rs532445022
None,rs532465288
None,rs532470507
None,rs532518382
None,rs532518961
None,rs532529446
None,rs532531330
None,rs532646459
None,rs532726365
None,rs532747085
None,rs532769599
None,rs532798728
None,rs532900495
None,rs532923218
None,rs532975333
None,rs532986063
None,rs532998252
None,rs533068952
None,rs533162964
None,rs533176904
None,rs533210354
None,rs533413868
None,rs533431716
None,rs533465088
None,rs533494352
None,rs533514871
None,rs533515936
None,rs533547101
None,rs533607981
None,rs533617698
None,rs533626945
None,rs533647496
None,rs533686225
None,rs533771278
None,rs533773271
None,rs533892364
None,rs533948598
None,rs534012959
None,rs534086583
None,rs534118251
None,rs534121519
None,rs534182252
None,rs534195298
None,rs534250894
None,rs534257742
None,rs534331186
None,rs534375243
None,rs534379557
None,rs534409775
None,rs534472972
None,rs534489193
None,rs534509956
None,rs534520719
None,rs534535135
None,rs534544527
None,rs534597761
None,rs534610605
None,rs534630996
None,rs534659732
None,rs534672841
None,rs534676524
None,rs534716969
None,rs534779630
None,rs534809872
None,rs534826751
None,rs534883996
None,rs534886150
None,rs534896448
None,rs534897887
None,rs534960986
None,rs535041542
None,rs535097947
None,rs535155807
None,rs535180480
None,rs535228671
None,rs535250682
None,rs535296616
None,rs535307940
None,rs535417466
None,rs535454604
None,rs535480824
None,rs535493300
None,rs535531056
None,rs535544120
None,rs535553479
None,rs535578159
None,rs535592641
None,rs535626720
None,rs535629131
None,rs535630021
None,rs535633256
None,rs535648070
None,rs535689885
None,rs535758177
None,rs535773738
None,rs535777968
None,rs535838147
None,rs535891967
None,rs535906612
None,rs535927861
None,rs536000051
None,rs536053004
None,rs536093560
None,rs536184511
None,rs536196788
None,rs536200168
None,rs536213909
None,rs536235277
None,rs536239761
None,rs536264583
None,rs536333225
None,rs536370071
None,rs536374978
None,rs536382215
None,rs536438200
None,rs536438358
None,rs536493739
None,rs536602594
None,rs536620278
None,rs536647005
None,rs536677501
None,rs536695755
None,rs536713429
None,rs536843848
None,rs536880920
None,rs536914847
None,rs536920577
None,rs536985945
None,rs537088131
None,rs537116940
None,rs537132160
None,rs537158000
None,rs537228873
None,rs537240767
None,rs537240856
None,rs537251017
None,rs537252212
None,rs537319869
None,rs537394746
None,rs537399735
None,rs537403519
None,rs537456762
None,rs537469813
None,rs537575816
None,rs537637872
None,rs537651959
None,rs537714391
None,rs537716947
None,rs537726766
None,rs537828511
None,rs537991672
None,rs538005817
None,rs538033788
None,rs538171567
None,rs538276257
None,rs538278926
None,rs538309463
None,rs538315397
None,rs538315821
None,rs538326408
None,rs538381661
None,rs538440985
None,rs538442970
None,rs538453663
None,rs538458970
None,rs538493708
None,rs538526123
None,rs538530786
None,rs538561508
None,rs538569324
None,rs538569439
None,rs538586252
None,rs538618132
None,rs538650536
None,rs538729285
None,rs538733372
None,rs538797225
None,rs538813646
None,rs538834916
None,rs539021658
None,rs539054863
None,rs539064307
None,rs539102561
None,rs539158046
None,rs539242164
None,rs539351047
None,rs539375073
None,rs539414203
None,rs539473504
None,rs539510762
None,rs539517035
None,rs539555159
None,rs539568477
None,rs539580040
None,rs539626167
None,rs539639565
None,rs539666003
None,rs539677298
None,rs539686174
None,rs539776617
None,rs539814585
None,rs539825090
None,rs539904804
None,rs539909383
None,rs540000328
None,rs540014410
None,rs540124052
None,rs540182762
None,rs540284101
None,rs540371290
None,rs540391996
None,rs540458015
None,rs540486035
None,rs540547665
None,rs540570307
None,rs540590926
None,rs540597315
None,rs540597872
None,rs540600658
None,rs540629419
None,rs540643334
None,rs540648579
None,rs540680266
None,rs540710279
None,rs540734691
None,rs540773167
None,rs540773845
None,rs540783600
None,rs540837274
None,rs540907241
None,rs540952216
None,rs540987263
None,rs541024694
None,rs541037538
None,rs541048967
None,rs541049025
None,rs541061370
None,rs541123052
None,rs541135337
None,rs541163268
None,rs541198565
None,rs541206129
None,rs541298336
None,rs541304301
None,rs541315496
None,rs541333666
None,rs541354266
None,rs541360624
None,rs541365573
None,rs541460664
None,rs541475503
None,rs541498188
None,rs541540518
None,rs541580649
None,rs541587475
None,rs541590993
None,rs541603705
None,rs541615859
None,rs541627647
None,rs541714678
None,rs541717479
None,rs541731652
None,rs541772116
None,rs541844694
None,rs541845489
None,rs541845979
None,rs541848443
None,rs541851724
None,rs541881717
None,rs541884293
None,rs541989113
None,rs541995403
None,rs542055352
None,rs542060342
None,rs542094397
None,rs542132864
None,rs542133821
None,rs542155193
None,rs542197048
None,rs542216493
None,rs542220693
None,rs542238653
None,rs542350955
None,rs542374033
None,rs542400433
None,rs542425432
None,rs542433621
