Symbol,Approved.Symbol
GOLGA4,GOLGA4
VWA8-AS1,VWA8-AS1
VWA8P1,VWA8P1
TMEM44-AS1,TMEM44-AS1
RNA45S5,RNA45S5
RNA45S1,RNA45S1
RNA45S2,RNA45S2
RNA45S3,RNA45S3
RNA45S4,RNA45S4
RNA18S1,RNA18S1
RNA18S2,RNA18S2
GOLGA5,GOLGA5
RNA18S3,RNA18S3
RNA18S4,RNA18S4
RNA5-8S1,RNA5-8S1
RNA5-8S2,RNA5-8S2
RNA5-8S3,RNA5-8S3
RNA5-8S4,RNA5-8S4
RNA28S1,RNA28S1
RNA28S2,RNA28S2
RNA28S3,RNA28S3
RNA28S4,RNA28S4
GOLGB1,GOLGB1
FOXN3-AS1,FOXN3-AS1
LINC00640,LINC00640
LINC00642,LINC00642
FUT8-AS1,FUT8-AS1
EIF1AXP2,EIF1AXP2
LINC00643,LINC00643
LINC00644,LINC00644
SLC25A21-AS1,SLC25A21-AS1
LINC00645,LINC00645
GOSR1,GOSR1
LINC00648,LINC00648
IL10RB-AS1,IL10RB-AS1
ITGB2-AS1,ITGB2-AS1
LINC00649,LINC00649
LINC00650,NA
UQCRC2P1,UQCRC2P1
GOSR2,GOSR2
LINC00657,LINC00657
SNAP25-AS1,SNAP25-AS1
ISM1-AS1,ISM1-AS1
SDCBP2-AS1,SDCBP2-AS1
LINC00658,LINC00658
LINC00659,LINC00659
PYURF,PYURF
BHMG1,BHMG1
LINC00664,LINC00664
LINC01530,LINC01530
ZNF667-AS1,ZNF667-AS1
LINC00665,LINC00665
ZNF571-AS1,ZNF571-AS1
LINC00904,LINC00904
LINC00907,LINC00907
LINC00668,LINC00668
SCML2P1,SCML2P1
GOT2,GOT2
SCML2P2,SCML2P2
LINC00909,LINC00909
LINC00669,LINC00669
DLGAP1-AS4,DLGAP1-AS4
DRAXINP1,DRAXINP1
CST13P,CST13P
LINC00670,LINC00670
LINC00671,LINC00671
TOB1-AS1,TOB1-AS1
BAIAP2-AS1,BAIAP2-AS1
PEBP1P2,PEBP1P2
PEBP1P3,PEBP1P3
LSM3P1,LSM3P1
LSM3P2,LSM3P2
LSM3P3,LSM3P3
LSM3P4,LSM3P4
LSM3P5,LSM3P5
C1QTNF1-AS1,C1QTNF1-AS1
SNHG16,SNHG16
LINC00672,LINC00672
LINC00673,LINC00673
LINC00674,LINC00674
LINC00675,LINC00675
TMEM220-AS1,TMEM220-AS1
RAMP2-AS1,RAMP2-AS1
MAP3K14-AS1,MAP3K14-AS1
TNRC6C-AS1,TNRC6C-AS1
LINC00910,LINC00910
OACYLP,OACYLP
CA15P3,CA15P3
CA15P1,CA15P1
ACE3P,ACE3P
ADAM1B,ADAM1B
DGAT2L7P,DGAT2L7P
FGF14-AS2,FGF14-AS2
FAM86B3P,FAM86B3P
ALG1L3P,ALG1L3P
ALG1L5P,ALG1L5P
ALG1L6P,ALG1L6P
ALG1L7P,ALG1L7P
ALG1L8P,ALG1L8P
ALG1L9P,ALG1L9P
ALG1L10P,ALG1L10P
ALG1L11P,ALG1L11P
ALG1L12P,ALG1L12P
ALG1L13P,ALG1L13P
ALG1L14P,ALG1L14P
ALG1L15P,ALG1L15P
ROBO2P1,ROBO2P1
RNFT1P1,RNFT1P1
RNFT1P2,RNFT1P2
RNFT1P3,RNFT1P3
RSU1P2,RSU1P2
RSU1P3,RSU1P3
LINC00676,LINC00676
ERICH2,ERICH2
SERPINA15P,SERPINA15P
SERPINA7P1,SERPINA7P1
ALS3,ALS3
GP1BB,GP1BB
SERPINE4P,SERPINE4P
SMURF2P1,SMURF2P1
GOLGA8M,GOLGA8M
GOLGA8N,GOLGA8N
GOLGA8O,GOLGA8O
GOLGA8R,GOLGA8R
GOLGA8Q,GOLGA8Q
GOLGA8S,GOLGA8S
GP2,GP2
GOLGA8T,GOLGA8T
GOLGA8UP,GOLGA8UP
LINC00678,LINC00678
POM121L14P,POM121L14P
LINC00680,LINC00680
RNASEK-C17orf49,RNASEK-C17orf49
TEN1-CDK3,TEN1-CDK3
MMP24-AS1,MMP24-AS1
HMGN2P47,HMGN2P47
LINC00681,LINC00681
CORO7-PAM16,CORO7-PAM16
TPST2P1,TPST2P1
APOC4-APOC2,APOC4-APOC2
CDC42P3,CDC42P3
CDC42P4,CDC42P4
CDC42P5,CDC42P5
GP5,GP5
CDC42P6,CDC42P6
REXO1L9P,REXO1L9P
REXO1L10P,REXO1L10P
REXO1L11P,REXO1L11P
REXO1L12P,REXO1L12P
CCL15-CCL14,CCL15-CCL14
SLX1A-SULT1A3,SLX1A-SULT1A3
USP17L10,USP17L10
USP17L11,USP17L11
GP9,GP9
USP17L12,USP17L12
USP17L13,USP17L13
USP17L14P,USP17L14P
USP17L15,USP17L15
USP17L16P,USP17L16P
USP17L17,USP17L17
USP17L18,USP17L18
USP17L19,USP17L19
USP17L20,USP17L20
USP17L21,USP17L21
GPA33,GPA33
USP17L22,USP17L22
USP17L23,USP17L23
USP17L25,USP17L25
USP17L24,USP17L24
USP17L26,USP17L26
USP17L27,USP17L27
USP17L28,USP17L28
USP17L29,USP17L29
USP17L30,USP17L30
GPAA1,GPAA1
KRT8P47,KRT8P47
CHIAP1,CHIAP1
CHIAP2,CHIAP2
CHIAP3,CHIAP3
RAB4B-EGLN2,RAB4B-EGLN2
LINC00682,LINC00682
LINC00683,LINC00683
PNPT1P1,PNPT1P1
PNPT1P2,PNPT1P2
GPAA1P1,GPAA1P1
ITPR1-AS1,ITPR1-AS1
BHLHE40-AS1,BHLHE40-AS1
RNF10P1,RNF10P1
SAMD11P1,SAMD11P1
ZNHIT1P1,ZNHIT1P1
UBTFL4,NA
UBTFL8,UBTFL8
LMCD1-AS1,LMCD1-AS1
IFNL4,IFNL4
EGLN1P1,EGLN1P1
DUSP5P2,DUSP5P2
OVCH1-AS1,OVCH1-AS1
CERS6-AS1,CERS6-AS1
FANCD2P1,FANCD2P1
FANCD2P2,FANCD2P2
CHCHD4P1,CHCHD4P1
GPC1,GPC1
CHCHD4P2,CHCHD4P2
CHCHD4P3,CHCHD4P3
CHCHD4P4,CHCHD4P4
CHCHD4P5,CHCHD4P5
MARK2P14,MARK2P14
ACTG1P12,ACTG1P12
FGD5P1,FGD5P1
RHBDF1P1,RHBDF1P1
GPC2,GPC2
RPS3AP53,RPS3AP53
SH3BP5-AS1,SH3BP5-AS1
THAP5P2,THAP5P2
LINC00690,LINC00690
PDCL3P3,PDCL3P3
PDCL3P4,PDCL3P4
PDCL3P5,PDCL3P5
PDCL3P6,PDCL3P6
PDCL3P7,PDCL3P7
RAD23BP1,RAD23BP1
RAD23BP2,RAD23BP2
UBE2E2-AS1,UBE2E2-AS1
NPM1P23,NPM1P23
LINC00691,LINC00691
THRB-AS1,THRB-AS1
CRIP1P1,CRIP1P1
CRIP1P2,CRIP1P2
CRIP1P3,CRIP1P3
CRIP1P4,CRIP1P4
GPC4,GPC4
RPEP1,RPEP1
RPEP2,RPEP2
RPEP3,RPEP3
RPEP4,RPEP4
RPEP5,RPEP5
RPEP6,RPEP6
LINC00693,LINC00693
FNBP1P2,FNBP1P2
FNBP1P1,FNBP1P1
SEC13P1,SEC13P1
GPC5,GPC5
RFC3P1,RFC3P1
MRPL40P1,MRPL40P1
MRPL42P6,MRPL42P6
PRADC1P1,PRADC1P1
UBE2FP1,UBE2FP1
UBE2FP2,UBE2FP2
UBE2FP3,UBE2FP3
RPL21P135,RPL21P135
GPC6,GPC6
ZMYND19P1,ZMYND19P1
NDUFAF4P2,NDUFAF4P2
NDUFAF4P3,NDUFAF4P3
NDUFAF4P4,NDUFAF4P4
PPP2R2DP1,PPP2R2DP1
DLEC1P1,DLEC1P1
DDTP1,DDTP1
EXOGP1,EXOGP1
DSTNP4,DSTNP4
DSTNP5,DSTNP5
GPD1,GPD1
ADAD1P1,ADAD1P1
ADAD1P2,ADAD1P2
NFU1P1,NFU1P1
NFU1P2,NFU1P2
EIF1B-AS1,EIF1B-AS1
EEF1GP1,EEF1GP1
EEF1GP2,EEF1GP2
EEF1GP3,EEF1GP3
EEF1GP4,EEF1GP4
GPD2,GPD2
EEF1GP5,EEF1GP5
EEF1GP6,EEF1GP6
EEF1GP7,EEF1GP7
EEF1GP8,EEF1GP8
RPL36P20,RPL36P20
TPMTP2,TPMTP2
TPMTP3,TPMTP3
TPMTP4,TPMTP4
TUBA8P1,TUBA8P1
TUBA8P2,TUBA8P2
GPDS1,GPDS1
LINC00694,LINC00694
MTATP8P1,MTATP8P1
MTATP8P2,MTATP8P2
MTATP8P3,MTATP8P3
MTATP8P4,MTATP8P4
MTATP6P1,MTATP6P1
MTATP6P2,MTATP6P2
MTATP6P3,MTATP6P3
MTATP6P4,MTATP6P4
MTATP6P5,MTATP6P5
MTATP6P6,MTATP6P6
MTATP6P7,MTATP6P7
MTATP6P8,MTATP6P8
MTATP6P9,MTATP6P9
MBNL1-AS1,MBNL1-AS1
STT3A-AS1,STT3A-AS1
EI24P1,EI24P1
EI24P2,EI24P2
EI24P3,EI24P3
EI24P4,EI24P4
GPLD1,GPLD1
EI24P5,EI24P5
MPRIPP1,MPRIPP1
SOCS5P1,SOCS5P1
SOCS5P2,SOCS5P2
SOCS5P3,SOCS5P3
ALS5,ALS5
SOCS5P4,SOCS5P4
SOCS5P5,SOCS5P5
RPL12P44,RPL12P44
NRBF2P1,NRBF2P1
NRBF2P2,NRBF2P2
NRBF2P3,NRBF2P3
NRBF2P4,NRBF2P4
FLT1P1,FLT1P1
GPM6B,GPM6B
VPS26AP1,VPS26AP1
VPS26BP1,VPS26BP1
FCF1P1,FCF1P1
FCF1P2,FCF1P2
FCF1P3,FCF1P3
FCF1P4,FCF1P4
FCF1P5,FCF1P5
FCF1P6,FCF1P6
FCF1P7,FCF1P7
GPNMB,GPNMB
FCF1P8,FCF1P8
FCF1P9,FCF1P9
FCF1P10,FCF1P10
FCF1P11,FCF1P11
SPG56,SPG56
ACTBP13,ACTBP13
DPPA2P2,DPPA2P2
DPPA2P3,DPPA2P3
DPPA2P4,DPPA2P4
GPR1,GPR1
SERBP1P3,SERBP1P3
SERBP1P4,SERBP1P4
SERBP1P5,SERBP1P5
SERBP1P6,SERBP1P6
PDHA1P1,PDHA1P1
PTPRG-AS1,PTPRG-AS1
UBL5P1,UBL5P1
UBL5P2,UBL5P2
UBL5P3,UBL5P3
UBL5P4,UBL5P4
PRDX3P4,PRDX3P4
TVP23CP1,TVP23CP1
TVP23CP2,TVP23CP2
EFCAB14P1,EFCAB14P1
DFNB100,DFNB100
C1orf234,C1orf234
FAM229A,FAM229A
CCDC179,CCDC179
C15orf65,C15orf65
ST20-MTHFS,ST20-MTHFS
UBE2Q2L,UBE2Q2L
TP53TG3D,TP53TG3D
C16orf97,C16orf97
KIAA1731NL,KIAA1731NL
GPR12,GPR12
RPL17-C18orf32,RPL17-C18orf32
CCER2,CCER2
GFY,GFY
TGIF2-C20orf24,TGIF2-C20orf24
C3orf84,C3orf84
FAM47E-STBD1,FAM47E-STBD1
STMND1,STMND1
ANKRD66,ANKRD66
SMLR1,SMLR1
C7orf55-LUC7L2,C7orf55-LUC7L2
C8orf88,C8orf88
DDX20P1,DDX20P1
LINC00701,LINC00701
PITRM1-AS1,PITRM1-AS1
LINC00702,LINC00702
LINC00703,LINC00703
LINC00704,LINC00704
AKR1C5P,AKR1C5P
AKR1C6P,AKR1C6P
AKR1C7P,AKR1C7P
CALML3-AS1,CALML3-AS1
NRBF2P5,NRBF2P5
SDCBPP1,SDCBPP1
SDCBP2P1,SDCBP2P1
SDCBPP2,SDCBPP2
SDCBPP3,SDCBPP3
DPPA5P3,DPPA5P3
PRKCQ-AS1,PRKCQ-AS1
GPR15,GPR15
LINC00706,LINC00706
LINC00707,LINC00707
PRPF38AP1,PRPF38AP1
PRPF38AP2,PRPF38AP2
LINC00708,LINC00708
ILF2P1,ILF2P1
ILF2P2,ILF2P2
CHCHD3P1,CHCHD3P1
CHCHD3P2,CHCHD3P2
CHCHD3P3,CHCHD3P3
LINC00709,LINC00709
HSP90AB7P,HSP90AB7P
CELF2-AS2,CELF2-AS2
GPR17,GPR17
GPR18,GPR18
GPR19,GPR19
PTGER4P2-CDK2AP2P2,PTGER4P2-CDK2AP2P2
GPR20,GPR20
GPR21,GPR21
GPR22,GPR22
GPR25,GPR25
GPR27,GPR27
GPR3,GPR3
GPR31,GPR31
GPR32,GPR32
BTBD7P1,BTBD7P1
BTBD7P2,BTBD7P2
DCLRE1CP1,DCLRE1CP1
PPIAP30,PPIAP30
VIM-AS1,VIM-AS1
ST8SIA6-AS1,ST8SIA6-AS1
SLC39A12-AS1,SLC39A12-AS1
AIFM1P1,AIFM1P1
UBE2V2P1,UBE2V2P1
UBE2V1P4,UBE2V1P4
UBE2V2P2,UBE2V2P2
UBE2V1P5,UBE2V1P5
UBE2V1P6,UBE2V1P6
GPR33,GPR33
UBE2V1P7,UBE2V1P7
UBE2V2P3,UBE2V2P3
UBE2V2P4,UBE2V2P4
UBE2V1P8,UBE2V1P8
UBE2V1P9,UBE2V1P9
UBE2V1P10,UBE2V1P10
UBE2V1P11,UBE2V1P11
UBE2V1P12,UBE2V1P12
AMD1P1,AMD1P1
NEBL-AS1,NEBL-AS1
GPR34,GPR34
MROH4P,MROH4P
DPPA4P1,DPPA4P1
LUZP4P1,LUZP4P1
RNMTL1P1,RNMTL1P1
RNMTL1P2,RNMTL1P2
HNRNPRP1,HNRNPRP1
HNRNPRP2,HNRNPRP2
HNRNPRP3,HNRNPRP3
GPR34P,NA
ADIPOR1P1,ADIPOR1P1
ADIPOR1P2,ADIPOR1P2
COQ10BP1,COQ10BP1
COQ10BP2,COQ10BP2
GPN3P1,GPN3P1
LINC00836,LINC00836
HIRAP1,HIRAP1
LINC00202-2,LINC00202-2
HSPA8P3,HSPA8P3
HSPA8P4,HSPA8P4
GPR35,GPR35
HSPA8P5,HSPA8P5
HSPA8P6,HSPA8P6
HSPA8P7,HSPA8P7
HSPA8P8,HSPA8P8
HSPA8P9,HSPA8P9
HSPA8P10,HSPA8P10
HSPA8P11,HSPA8P11
HSPA8P12,HSPA8P12
HSPA8P13,HSPA8P13
HSPA8P14,HSPA8P14
GPR36,GPR36
HSPA8P15,HSPA8P15
HSPA8P16,HSPA8P16
HSPA8P17,HSPA8P17
HSPA8P18,HSPA8P18
HSPA8P19,HSPA8P19
HSPA8P20,HSPA8P20
ARMC4P1,ARMC4P1
FAM210CP,FAM210CP
RPL36AP55,RPL36AP55
GPR37,GPR37
ZNF101P1,ZNF101P1
ZNF101P2,ZNF101P2
TPRKBP1,TPRKBP1
TPRKBP2,TPRKBP2
PTCHD3P1,PTCHD3P1
PTCHD3P2,PTCHD3P2
PTCHD3P3,PTCHD3P3
GOLGA2P6,GOLGA2P6
HNRNPA1P32,HNRNPA1P32
SVILP1,SVILP1
GPR39,GPR39
DDX10P1,DDX10P1
DDX10P2,DDX10P2
PPIAP31,PPIAP31
LINC00838,LINC00838
PARD3-AS1,PARD3-AS1
SS18L2P1,SS18L2P1
SS18L2P2,SS18L2P2
PRDX2P2,PRDX2P2
PRDX2P3,PRDX2P3
PRDX2P4,PRDX2P4
GPR4,GPR4
MKNK2P1,MKNK2P1
ARL6IP1P2,ARL6IP1P2
ARL6IP1P3,ARL6IP1P3
TMEM161BP1,TMEM161BP1
TACC1P1,TACC1P1
ZNF33BP1,ZNF33BP1
EIF3LP3,EIF3LP3
KSR1P1,KSR1P1
IGKV1OR10-1,IGKV1OR10-1
ERVK-26,ERVK-26
ERVK-27,ERVK-27
ERVK-28,ERVK-28
ERVK-29,ERVK-29
CUBNP1,CUBNP1
CUBNP2,CUBNP2
CUBNP3,CUBNP3
LINC00840,LINC00840
CEP164P1,CEP164P1
LINC00842,LINC00842
HNRNPA1P33,HNRNPA1P33
RHEBP2,RHEBP2
RHEBP3,RHEBP3
AHCYP1,AHCYP1
AHCYP2,AHCYP2
AHCYP3,AHCYP3
AHCYP4,AHCYP4
AHCYP5,AHCYP5
AHCYP6,AHCYP6
AHCYP7,AHCYP7
AHCYP8,AHCYP8
DUSP8P2,DUSP8P2
DUSP8P4,DUSP8P4
DUSP8P5,DUSP8P5
ANTXRLP1,ANTXRLP1
FAM170B-AS1,FAM170B-AS1
C10orf71-AS1,C10orf71-AS1
PARGP1,PARGP1
LINC00843,LINC00843
FAM21EP,FAM21EP
FAM21FP,FAM21FP
DYNC1I2P1,DYNC1I2P1
SHQ1P1,SHQ1P1
BEND3P1,BEND3P1
BEND3P2,BEND3P2
BEND3P3,BEND3P3
NPAP1P1,NPAP1P1
NPAP1P2,NPAP1P2
NPAP1P3,NPAP1P3
NPAP1P4,NPAP1P4
NPAP1P5,NPAP1P5
NPAP1P6,NPAP1P6
PGGT1BP1,PGGT1BP1
CCDC58P2,CCDC58P2
CCDC58P3,CCDC58P3
CCDC58P4,CCDC58P4
CCDC58P5,CCDC58P5
PRKG1-AS1,PRKG1-AS1
GPR45,GPR45
NEFMP1,NEFMP1
LINC00844,LINC00844
TRAF6P1,TRAF6P1
LINC00845,LINC00845
SPDYE9P,SPDYE9P
TDRD15,TDRD15
ARHGAP23P1,ARHGAP23P1
OR7E163P,OR7E163P
SLC5A4P1,SLC5A4P1
CST2P1,CST2P1
NDUFA3P1,NDUFA3P1
FAM230A,FAM230A
NBPF25P,NBPF25P
HEIH,HEIH
LINC00847,LINC00847
NDUFA3P2,NDUFA3P2
NDUFA3P3,NDUFA3P3
NDUFA3P4,NDUFA3P4
NDUFA3P5,NDUFA3P5
NDUFA3P6,NDUFA3P6
XACT,XACT
TATDN1P1,TATDN1P1
DBF4P1,DBF4P1
GPR50,GPR50
DBF4P2,DBF4P2
DBF4P3,DBF4P3
AKR1B10P1,AKR1B10P1
AKR1B10P2,AKR1B10P2
DNAJC19P1,DNAJC19P1
DNAJC19P2,DNAJC19P2
DNAJC19P3,DNAJC19P3
DNAJC19P4,DNAJC19P4
DNAJC19P5,DNAJC19P5
DNAJC19P6,DNAJC19P6
DNAJC19P7,DNAJC19P7
DNAJC19P8,DNAJC19P8
DNAJC19P9,DNAJC19P9
KRT19P4,KRT19P4
KRT19P6,KRT19P6
LINC00849,NA
MED28P1,MED28P1
MED28P2,MED28P2
GPR52,GPR52
MED28P3,MED28P3
MED28P4,MED28P4
MED28P5,MED28P5
MED28P6,MED28P6
MED28P7,MED28P7
MED28P8,MED28P8
ACTBP14,ACTBP14
TMEM256P1,TMEM256P1
TMEM256P2,TMEM256P2
PCAT2,PCAT2
GPR53P,GPR53P
IFNL4P1,IFNL4P1
NPTN-IT1,NPTN-IT1
LINC00850,LINC00850
MAGEA8-AS1,MAGEA8-AS1
YY1P1,YY1P1
YY1P2,YY1P2
UNC5B-AS1,UNC5B-AS1
NPM1P24,NPM1P24
RPL17P50,RPL17P50
EIF4A2P2,EIF4A2P2
AMACR,AMACR
EIF4A2P3,EIF4A2P3
EIF4A2P4,EIF4A2P4
EIF4A2P5,EIF4A2P5
ZSWIM8-AS1,ZSWIM8-AS1
RAB5CP1,RAB5CP1
RAB5CP2,RAB5CP2
POLR3DP1,POLR3DP1
RBBP6P1,RBBP6P1
DLG5-AS1,DLG5-AS1
GPR55,GPR55
GNAI2P2,GNAI2P2
LINC00856,LINC00856
PGGT1BP2,PGGT1BP2
ZNRF2P3,ZNRF2P3
LINC00857,LINC00857
FARSBP1,FARSBP1
WARS2P1,WARS2P1
RPA2P2,RPA2P2
RPA2P3,RPA2P3
MARK2P15,MARK2P15
GPR56,GPR56
TNPO1P1,TNPO1P1
TNPO1P2,TNPO1P2
CACYBPP1,CACYBPP1
CACYBPP2,CACYBPP2
CACYBPP3,CACYBPP3
RPAP2P1,RPAP2P1
ADIRF-AS1,ADIRF-AS1
CCAT1,CCAT1
CASC8,CASC8
LINC00861,LINC00861
SOD1P1,SOD1P1
SOD1P2,SOD1P2
SOD1P3,SOD1P3
RFPL4AP1,RFPL4AP1
RFPL4AP3,RFPL4AP3
RFPL4AP4,RFPL4AP4
RFPL4AP6,RFPL4AP6
RFPL4AP7,RFPL4AP7
RFPL4AP5,RFPL4AP5
RFPL4AP2,RFPL4AP2
RFPL4AL1,RFPL4AL1
PIGCP2,PIGCP2
GPR6,GPR6
PIGFP2,PIGFP2
PIGFP3,PIGFP3
PIGHP1,PIGHP1
PIGPP1,PIGPP1
PIGPP2,PIGPP2
PIGPP3,PIGPP3
PIGPP4,PIGPP4
PIGQP1,PIGQP1
PIGUP1,PIGUP1
ALG3P1,ALG3P1
GPR64,GPR64
ST6GALNAC2P1,ST6GALNAC2P1
LINC00863,LINC00863
LINC00864,LINC00864
MED6P1,MED6P1
NAPGP1,NAPGP1
NAPGP2,NAPGP2
RCBTB2P1,RCBTB2P1
PTCD2P2,PTCD2P2
ACTA2-AS1,ACTA2-AS1
GPR65,GPR65
LINC00865,LINC00865
MARK2P16,MARK2P16
FAF2P1,FAF2P1
TNKS2-AS1,TNKS2-AS1
ST3GAL1P1,ST3GAL1P1
ST3GAL5P1,ST3GAL5P1
FABP12P1,FABP12P1
SDHCP2,SDHCP2
SDHCP3,SDHCP3
SDHCP4,SDHCP4
NIP7P1,NIP7P1
NIP7P2,NIP7P2
NIP7P3,NIP7P3
XRCC6P1,XRCC6P1
XRCC6P2,XRCC6P2
XRCC6P3,XRCC6P3
XRCC6P4,XRCC6P4
XRCC6P5,XRCC6P5
RAB11AP1,RAB11AP1
RAB11AP2,RAB11AP2
GPR68,GPR68
HDAC1P1,HDAC1P1
HDAC1P2,HDAC1P2
PLCE1-AS1,PLCE1-AS1
CTBP2P2,CTBP2P2
CTBP2P3,CTBP2P3
CTBP2P4,CTBP2P4
CTBP2P5,CTBP2P5
CTBP2P6,CTBP2P6
CTBP2P7,CTBP2P7
AMBN,AMBN
CTBP2P8,CTBP2P8
PAWRP1,PAWRP1
PAWRP2,PAWRP2
ENTPD1-AS1,ENTPD1-AS1
NPM1P25,NPM1P25
NPM1P26,NPM1P26
NPM1P27,NPM1P27
NPM1P28,NPM1P28
NPM1P29,NPM1P29
NPM1P30,NPM1P30
NPM1P31,NPM1P31
NPM1P32,NPM1P32
NPM1P33,NPM1P33
NPM1P34,NPM1P34
NPM1P35,NPM1P35
NPM1P36,NPM1P36
NPM1P37,NPM1P37
NPM1P38,NPM1P38
NPM1P39,NPM1P39
NPM1P40,NPM1P40
NPM1P41,NPM1P41
NPM1P42,NPM1P42
NPM1P43,NPM1P43
NPM1P44,NPM1P44
NPM1P45,NPM1P45
NPM1P46,NPM1P46
NPM1P47,NPM1P47
NPM1P48,NPM1P48
NPM1P49,NPM1P49
NPM1P50,NPM1P50
NPM1P51,NPM1P51
NPM1P52,NPM1P52
LINC00866,LINC00866
EBAG9P1,EBAG9P1
TPM4P1,TPM4P1
SPCS2P2,SPCS2P2
SPCS2P3,SPCS2P3
SPCS2P4,SPCS2P4
RPARP-AS1,RPARP-AS1
MARCKSL1P1,MARCKSL1P1
MARCKSL1P2,MARCKSL1P2
SH3PXD2A-AS1,SH3PXD2A-AS1
CCDC147-AS1,CCDC147-AS1
SORCS3-AS1,SORCS3-AS1
TCEAL8P1,TCEAL8P1
MAPKAPK5P1,MAPKAPK5P1
NDUFB4P1,NDUFB4P1
PHB2P1,PHB2P1
NDUFB4P2,NDUFB4P2
GPR75,GPR75
NTAN1P1,NTAN1P1
NTAN1P2,NTAN1P2
NTAN1P3,NTAN1P3
PNLIPP1,PNLIPP1
LINC00867,LINC00867
COPS5P2,COPS5P2
SOD2P1,SOD2P1
COPS8P1,COPS8P1
COPS8P2,COPS8P2
COPS8P3,COPS8P3
FAM95C,FAM95C
NDUFA6-AS1,NDUFA6-AS1
OLA1P1,OLA1P1
OLA1P2,OLA1P2
OLA1P3,OLA1P3
GPR78,GPR78
GPR79,GPR79
GPR82,GPR82
GPR84,GPR84
GPR85,GPR85
GPR88,GPR88
GPR90,NA
GPS1,GPS1
GPS2,GPS2
GPX1,GPX1
GPX2,GPX2
GPX3,GPX3
GPX4,GPX4
GPX5,GPX5
GPX7,GPX7
AMCN,AMCN
GRAP,GRAP
RNU7-90P,RNU7-90P
RNU7-91P,RNU7-91P
RNU7-92P,RNU7-92P
RNU7-93P,RNU7-93P
RNU7-94P,RNU7-94P
RNU7-95P,RNU7-95P
GRAP2,GRAP2
RNU7-96P,RNU7-96P
RNU7-97P,RNU7-97P
RNU7-98P,RNU7-98P
RNU7-99P,RNU7-99P
RNU7-101P,RNU7-101P
RNU7-102P,RNU7-102P
RNU7-103P,RNU7-103P
RNU7-104P,RNU7-104P
RNU7-105P,RNU7-105P
GRB10,GRB10
RNU7-106P,RNU7-106P
RNU7-107P,RNU7-107P
RNU7-108P,RNU7-108P
RNU7-109P,RNU7-109P
RNU7-110P,RNU7-110P
RNU7-111P,RNU7-111P
RNU7-113P,RNU7-113P
RNU7-114P,RNU7-114P
RNU7-115P,RNU7-115P
GRB14,GRB14
RNU7-116P,RNU7-116P
RNU7-117P,RNU7-117P
RNU7-119P,RNU7-119P
RNU7-120P,RNU7-120P
RNU7-121P,RNU7-121P
RNU7-122P,RNU7-122P
RNU7-123P,RNU7-123P
RNU7-124P,RNU7-124P
RNU7-125P,RNU7-125P
GRB2,GRB2
RNU7-126P,RNU7-126P
RNU7-127P,RNU7-127P
RNU7-128P,RNU7-128P
RNU7-129P,RNU7-129P
RNU7-130P,RNU7-130P
RNU7-131P,RNU7-131P
RNU7-133P,RNU7-133P
RNU7-134P,RNU7-134P
RNU7-135P,RNU7-135P
GRB7,GRB7
RNU7-136P,RNU7-136P
RNU7-137P,RNU7-137P
RNU7-138P,RNU7-138P
RNU7-140P,RNU7-140P
RNU7-141P,RNU7-141P
RNU7-143P,RNU7-143P
RNU7-144P,RNU7-144P
RNU7-145P,RNU7-145P
RNU7-146P,RNU7-146P
RNU7-147P,RNU7-147P
RNU7-148P,RNU7-148P
RNU7-149P,RNU7-149P
RNU7-150P,RNU7-150P
RNU7-151P,RNU7-151P
RNU7-152P,RNU7-152P
RNU7-153P,RNU7-153P
RNU7-154P,RNU7-154P
RNU7-155P,RNU7-155P
RNU7-156P,RNU7-156P
RNU7-157P,RNU7-157P
RNU7-158P,RNU7-158P
RNU7-159P,RNU7-159P
RNU7-160P,RNU7-160P
RNU7-161P,RNU7-161P
RNU7-162P,RNU7-162P
RNU7-163P,RNU7-163P
RNU7-164P,RNU7-164P
RNU7-165P,RNU7-165P
AMD1,AMD1
RNU7-166P,RNU7-166P
RNU7-167P,RNU7-167P
RNU7-168P,RNU7-168P
RNU7-169P,RNU7-169P
RNU7-170P,RNU7-170P
RNU7-171P,RNU7-171P
RNU7-172P,RNU7-172P
RNU7-173P,RNU7-173P
RNU7-174P,RNU7-174P
RNU7-175P,RNU7-175P
RNU7-176P,RNU7-176P
RNU7-177P,RNU7-177P
RNU7-178P,RNU7-178P
RNU7-179P,RNU7-179P
RNU7-180P,RNU7-180P
RNU7-181P,RNU7-181P
RNU7-182P,RNU7-182P
RNU7-183P,RNU7-183P
RNU7-184P,RNU7-184P
RNU7-185P,RNU7-185P
RNU7-186P,RNU7-186P
RNU7-187P,RNU7-187P
RNU7-188P,RNU7-188P
RNU7-189P,RNU7-189P
RNU7-190P,RNU7-190P
RNU7-191P,RNU7-191P
RNU7-192P,RNU7-192P
RNU7-193P,RNU7-193P
RNU7-194P,RNU7-194P
RNU7-195P,RNU7-195P
RNU7-196P,RNU7-196P
RNU7-197P,RNU7-197P
RNU7-198P,RNU7-198P
RNU7-199P,RNU7-199P
RNU7-200P,RNU7-200P
RN7SKP11,RN7SKP11
RN7SKP12,RN7SKP12
RN7SKP13,RN7SKP13
RN7SKP14,RN7SKP14
RN7SKP15,RN7SKP15
RN7SKP16,RN7SKP16
RN7SKP17,RN7SKP17
